"kod_kraja" "obvod" "kod_okresu" "kod_obce" "obec" "pocet_hlasov" "OlanoNova_hlasy" "OlanoNova_percent" "SmeRodina_hlasy" "SmeRodina_percent" "Most_hlasy" "Most_percent" "SNS_hlasy" "SNS_percent" "SMER_hlasy" "SMER_percent" "KDH_hlasy" "KDH_percent" "LSNS_hlasy" "LSNS_percent" "Siet_hlasy" "Siet_percent" "SMK_hlasy" "SMK_percent" "SaS_hlasy" "SaS_percent" "mladi" "zaklad.stred" "mladiXvzdel" "zakladne_vzdelanie_." "bez_vzdelania_." "obyvatelov2004" "pocet_obyvatelov_2014" "rozdiel_obyvatelov" "perce_rozdiel_obyv_2014_ku2004" "vek65v" "madarska_narodnost" "rim_kat" "vek0_14" "vs_vzdelanie_mgr" "perc_romov" "prirastok_romov" "per_uoz" "lng" "lat"
"840" "NSK" "Nitra" 407 500984 "Žikava" 279 17 6.09 17 6.09 2 0.71 39 13.97 114 40.86 25 8.96 26 9.31 12 4.3 0 0 22 7.88 4.63 68.09 315.2567 16.73 11.28 551 518 -33 -5.99 19.07 0.19 85.41 11.28 7 0 0 5.6 18.3827191 48.4446314
"807" "NSK" "Nitra" 403 500992 "Žirany" 701 41 5.84 43 6.13 240 34.23 14 1.99 110 15.69 11 1.56 50 7.13 19 2.71 114 16.26 46 6.56 7.12 70.18 499.6816 19.34 13.87 1334 1363 29 2.17 12.25 46.94 88.41 13.87 6.72 5.33 21.67 4.55 18.172048 48.3814764
"808" "NSK" "Nitra" 403 501018 "Žitavce" 199 20 10.05 16 8.04 6 3.01 20 10.05 85 42.71 2 1 17 8.54 2 1 0 0 22 11.05 7.77 72.87 566.1999 21.28 13.56 352 373 21 5.97 18.62 1.06 79.52 13.56 6.38 0 0 6.43 18.3011036 48.2004055
"635" "NSK" "Komárno" 401 501026 "Komárno" 13618 903 6.63 555 4.07 3352 24.61 401 2.94 1577 11.58 91 0.66 274 2.01 523 3.84 4307 31.62 1124 8.25 5.67 63.36 359.2512 13.02 11.84 36804 34461 -2343 -6.37 13.95 53.88 44.23 11.8 11.19 4.01 0 6.25 18.1294132 47.7625785
"617" "NSK" "Komárno" 401 501034 "Bajč" 479 30 6.26 13 2.71 213 44.46 9 1.87 76 15.86 1 0.2 15 3.13 13 2.71 68 14.19 15 3.13 7.26 70.29 510.3054 27.38 15.14 1249 1253 4 0.32 14.73 44.2 71.58 15.14 5.23 14.96 430.56 11.25 18.2073763 47.9245226
"619" "NSK" "Komárno" 401 501042 "Bodza" 156 3 1.92 2 1.28 41 26.28 0 0 14 8.97 0 0 1 0.64 1 0.64 92 58.97 0 0 6.99 75.81 529.9119 22.85 12.37 358 372 14 3.91 14.78 87.9 27.42 12.37 5.65 0 0 5.11 17.8300431 47.8342932
"621" "NSK" "Komárno" 401 501069 "Brestovec" 250 2 0.8 1 0.4 100 40 0 0 9 3.6 0 0 0 0 2 0.8 126 50.4 5 2 7.14 78.65 561.561 31.08 12.47 482 504 22 4.56 20.3 95.14 63.21 12.47 2.54 0 0 4.76 17.8248882 47.8600928
"622" "NSK" "Komárno" 401 501077 "Búč" 589 5 0.84 5 0.84 129 21.9 0 0 51 8.65 1 0.16 1 0.16 3 0.5 356 60.44 2 0.33 6.86 73.36 503.2496 24.45 13.11 1217 1151 -66 -5.42 16.97 91.09 29.33 13.11 5.04 0 0 9.47 18.4467973 47.8082101
"623" "NSK" "Komárno" 401 501085 "Čalovec" 461 14 3.03 9 1.95 199 43.16 14 3.03 39 8.45 1 0.21 11 2.38 11 2.38 151 32.75 7 1.51 6.53 69.84 456.0552 23.31 14.04 1176 1164 -12 -1.02 15.46 62.07 32.33 14.04 4.76 2.21 -53.57 7.3 17.9836351 47.818576
"624" "NSK" "Komárno" 401 501093 "Číčov" 496 3 0.6 1 0.2 119 23.99 3 0.6 15 3.02 0 0 1 0.2 1 0.2 337 67.94 4 0.8 5.52 76.08 419.9616 28.56 12.15 1366 1267 -99 -7.25 13.93 86.53 43.11 12 3.87 0 0 6.79 17.7693076 47.7689998
"625" "NSK" "Komárno" 401 501107 "Dedina Mládeže" 194 4 2.06 3 1.54 65 33.5 10 5.15 39 20.1 0 0 5 2.57 4 2.06 52 26.8 10 5.15 6.17 74.79 461.4543 28.85 9.4 490 454 -36 -7.35 20.73 63.25 50.85 9.4 4.7 0 0 3.96 18.0057596 47.9496566
"649" "NSK" "Komárno" 401 501115 "Svätý Peter" 1407 36 2.55 39 2.77 651 46.26 23 1.63 99 7.03 11 0.78 20 1.42 13 0.92 433 30.77 26 1.84 6.92 69.71 482.3932 24.36 14.78 2612 2745 133 5.09 14.01 68.4 73.01 14.7 5.63 5.54 0 12.9 18.2629718 47.8458438
"626" "NSK" "Komárno" 401 501123 "Dulovce" 752 47 6.25 36 4.78 42 5.58 103 13.69 334 44.41 31 4.12 43 5.71 27 3.59 3 0.39 47 6.25 7.37 68.34 503.6658 28.35 16.66 1844 1778 -66 -3.58 14.29 2.54 87.26 16.55 5.85 21.92 31.76 12.88 18.2711737 47.8686826
"628" "NSK" "Komárno" 401 501140 "Hurbanovo" 3178 244 7.67 154 4.84 758 23.85 196 6.16 412 12.96 27 0.84 158 4.97 166 5.22 740 23.28 226 7.11 6.14 68.3 419.362 20.68 14.42 8055 7605 -450 -5.59 15.31 41.23 68.75 14.32 7.53 17.72 65.68 6.79 18.1958167 47.8795102
"629" "NSK" "Komárno" 401 501158 "Chotín" 680 16 2.35 14 2.05 219 32.2 10 1.47 28 4.11 1 0.14 4 0.58 7 1.02 364 53.52 6 0.88 7.38 72.45 534.681 20.25 12.51 1440 1383 -57 -3.96 15.69 83.66 25.74 12.51 5.57 0 0 9.4 18.2373208 47.8035782
"630" "NSK" "Komárno" 401 501166 "Imeľ" 835 68 8.14 51 6.1 343 41.07 10 1.19 106 12.69 4 0.47 42 5.02 21 2.51 134 16.04 39 4.67 6.89 75.37 519.2993 23.13 11.98 2172 1960 -212 -9.76 13.92 42.75 78.33 11.93 4.58 0 0 9.34 18.1356744 47.9050505
"631" "NSK" "Komárno" 401 501174 "Iža" 740 30 4.05 20 2.7 138 18.64 18 2.43 76 10.27 7 0.94 7 0.94 18 2.43 370 50 25 3.37 5.13 67.07 344.0691 19.72 13.39 1615 1636 21 1.3 16.56 64.88 63.6 13.39 8.22 5.23 -29.84 8.19 18.2260565 47.7492276
"632" "NSK" "Komárno" 401 501182 "Kameničná" 648 14 2.16 9 1.38 206 31.79 18 2.77 47 7.25 0 0 10 1.54 19 2.93 289 44.59 15 2.31 6.53 70.5 460.365 22.55 15.66 1820 1929 109 5.99 14.2 69.16 66.51 15.66 4.46 8.01 381.82 6.32 18.0404087 47.8194256
"633" "NSK" "Komárno" 401 501191 "Klížska Nemá" 231 1 0.43 1 0.43 24 10.38 0 0 18 7.79 0 0 3 1.29 0 0 177 76.62 4 1.73 6.45 72.31 466.3995 29.81 10.77 545 496 -49 -8.99 21.35 92.69 55.38 10.77 5.38 0 0 8.47 17.8200172 47.7520762
"634" "NSK" "Komárno" 401 501204 "Kolárovo" 3698 109 2.94 94 2.54 971 26.25 69 1.86 194 5.24 14 0.37 54 1.46 65 1.75 1930 52.19 112 3.02 6.1 70.65 430.965 22.38 13.6 10738 10632 -106 -0.99 14.33 76.67 67.8 13.55 5.94 3.5 -26 8.72 17.9948528 47.918114
"636" "NSK" "Komárno" 401 501212 "Kravany nad Dunajom" 319 12 3.76 5 1.56 82 25.7 0 0 19 5.95 0 0 1 0.31 7 2.19 182 57.05 5 1.56 6.05 72.06 435.963 22.73 13.37 775 727 -48 -6.19 15.91 74.06 67.65 13.37 5.88 0 0 8.8 18.4844616 47.763816
"637" "NSK" "Komárno" 401 501221 "Lipové" 89 11 12.35 1 1.12 11 12.35 14 15.73 17 19.1 5 5.61 3 3.37 12 13.48 3 3.37 11 12.35 6.9 78.62 542.478 27.67 8.81 185 145 -40 -21.62 17.61 15.09 35.85 8.81 5.03 0 0 4.83 17.8553093 47.8404768
"638" "NSK" "Komárno" 401 501239 "Marcelová" 1384 52 3.75 19 1.37 454 32.8 8 0.57 50 3.61 1 0.07 15 1.08 23 1.66 700 50.57 28 2.02 7.17 72.54 520.1118 28.61 15.22 3836 3764 -72 -1.88 11.97 86.06 74.41 15.2 4.08 14.64 33.57 12.7 18.2899025 47.7901435
"639" "NSK" "Komárno" 401 501247 "Martovce" 312 7 2.24 1 0.32 56 17.94 3 0.96 14 4.48 0 0 8 2.56 6 1.92 208 66.66 3 0.96 6.05 73.2 442.86 23.34 11.53 749 694 -55 -7.34 14.84 87.9 27.95 11.53 5.62 0 0 8.07 18.128085 47.8566539
"640" "NSK" "Komárno" 401 501255 "Moča" 572 11 1.92 0 0 89 15.55 0 0 9 1.57 0 0 1 0.17 2 0.34 441 77.09 8 1.39 5.83 67.25 392.0675 19.81 13.73 1159 1133 -26 -2.24 15.55 91.83 26.67 13.73 7.12 5.66 31.37 9.36 18.4111936 47.7582631
"641" "NSK" "Komárno" 401 501263 "Modrany" 493 7 1.41 1 0.2 148 30.02 0 0 6 1.21 0 0 0 0 0 0 311 63.08 3 0.6 8.17 69.7 569.449 31.4 19.43 1449 1407 -42 -2.9 12.04 82.42 30.16 19.29 2.67 15.68 -0.44 11.87 18.3535631 47.8220704
"642" "NSK" "Komárno" 401 501271 "Mudroňovo" 57 8 14.03 3 5.26 4 7.01 10 17.54 23 40.35 0 0 7 12.28 0 0 0 0 1 1.75 7.69 62.3 479.087 20.49 20.49 110 130 20 18.18 18.03 5.74 36.89 19.67 7.38 0 0 6.92 18.3199819 47.8326207
"643" "NSK" "Komárno" 401 501280 "Nesvady" 1856 155 8.35 74 3.98 637 34.32 63 3.39 153 8.24 26 1.4 83 4.47 60 3.23 503 27.1 69 3.71 6.08 68.05 413.744 22.45 14.54 5022 5100 78 1.55 14.17 53.61 71.37 14.42 5.47 8.45 14.75 7.2 18.1181548 47.9251249
"644" "NSK" "Komárno" 401 501301 "Okoličná na Ostrove" 551 8 1.45 3 0.54 152 27.58 5 0.9 31 5.62 0 0 4 0.72 6 1.08 322 58.43 4 0.72 5.22 72.91 380.5902 24.06 15.32 1411 1512 101 7.16 12.36 81.99 48.72 15.19 4.93 0 0 8.66 17.9208529 47.8050618
"645" "NSK" "Komárno" 401 501310 "Patince" 252 5 1.98 4 1.58 33 13.09 2 0.79 16 6.34 0 0 1 0.39 5 1.98 161 63.88 16 6.34 5.52 72.89 402.3528 19.84 12.18 459 471 12 2.61 16.9 84.87 73.87 12.18 3.93 0 0 7.01 18.2895569 47.7389162
"646" "NSK" "Komárno" 401 501328 "Pribeta" 1303 33 2.53 38 2.91 527 40.44 24 1.84 62 4.75 2 0.15 19 1.45 27 2.07 511 39.21 34 2.6 6.45 74.68 481.686 28.18 13.48 3074 2901 -173 -5.63 16.14 73.71 65.03 13.35 4.07 5.26 84.52 9.2 18.3123052 47.899083
"647" "NSK" "Komárno" 401 501336 "Radvaň nad Dunajom" 397 5 1.25 3 0.75 105 26.44 2 0.5 12 3.02 0 0 7 1.76 3 0.75 238 59.94 13 3.27 5.5 68 374 21.79 14.07 726 709 -17 -2.34 17.66 90.07 48.69 14.07 6.62 0 0 6.91 18.3666613 47.7461215
"648" "NSK" "Komárno" 401 501344 "Sokolce" 458 6 1.31 4 0.87 117 25.54 3 0.65 16 3.49 0 0 2 0.43 2 0.43 295 64.41 5 1.09 7.41 74.63 553.0083 28.65 14.61 1277 1215 -62 -4.86 12.73 90.8 49.75 14.53 3.61 4.96 5.08 7.82 17.8262909 47.8517852
"650" "NSK" "Komárno" 401 501352 "Šrobárová" 255 16 6.27 15 5.88 11 4.31 43 16.86 108 42.35 23 9.01 17 6.66 7 2.74 1 0.39 12 4.7 6.5 68.8 447.2 15.8 13.2 495 508 13 2.63 12.4 4 80.2 13.2 8.4 0 0 7.68 18.3250524 47.8039919
"651" "NSK" "Komárno" 401 501361 "Tôň" 328 11 3.35 2 0.6 85 25.91 2 0.6 27 8.23 0 0 1 0.3 5 1.52 183 55.79 5 1.52 4.94 71.98 355.5812 23.04 14.94 838 790 -48 -5.73 14.2 87.55 28.89 14.94 3.86 0 0 4.43 17.8390226 47.8042867
"652" "NSK" "Komárno" 401 501379 "Trávnik" 294 2 0.68 1 0.34 164 55.78 2 0.68 21 7.14 0 0 0 0 7 2.38 88 29.93 0 0 4.83 76.5 369.495 31.09 12.18 685 725 40 5.84 13.04 81.66 66.91 12.18 3.01 0 0 7.86 17.7983732 47.7763208
"653" "NSK" "Komárno" 401 501387 "Veľké Kosihy" 451 10 2.21 7 1.55 266 58.98 5 1.1 27 5.98 0 0 0 0 10 2.21 116 25.72 4 0.88 6.31 74.55 470.4105 28.48 12.93 986 982 -4 -0.41 17.58 77.78 31.52 12.73 4.14 0 0 7.94 17.8833979 47.7578814
"618" "NSK" "Komárno" 401 501395 "Bátorove Kosihy" 1232 28 2.27 24 1.94 289 23.45 19 1.54 106 8.6 2 0.16 12 0.97 16 1.29 682 55.35 19 1.54 6.44 71.16 458.2704 24.74 14.29 3498 3399 -99 -2.83 14.29 78.21 62.55 14.2 5.45 10.16 -15.87 8.18 18.4118276 47.8304839
"655" "NSK" "Komárno" 401 501409 "Vrbová nad Váhom" 210 6 2.85 1 0.47 83 39.52 0 0 9 4.28 0 0 2 0.95 1 0.47 106 50.47 0 0 8.18 72.27 591.1686 29.87 13.95 563 538 -25 -4.44 13.95 80.68 69.23 13.95 2.5 0 0 12.64 18.0507851 47.8488615
"656" "NSK" "Komárno" 401 501417 "Zemianska Olča" 902 20 2.21 9 0.99 352 39.02 5 0.55 46 5.09 3 0.33 3 0.33 4 0.44 419 46.45 16 1.77 5.76 75.51 434.9376 28.39 12.39 2592 2362 -230 -8.87 13.69 81.8 32.94 12.39 3.45 0.71 -91.33 7.83 17.8638754 47.8101171
"657" "NSK" "Komárno" 401 501425 "Zlatná na Ostrove" 823 10 1.21 4 0.48 231 28.06 8 0.97 49 5.95 1 0.12 11 1.33 2 0.24 459 55.77 13 1.57 7.36 73.75 542.8 28.79 13.69 2531 2390 -141 -5.57 12.81 85.07 44.51 13.73 3.24 16.23 66.67 9.08 17.9722656 47.7713464
"104" "TTSK" "Dunajská Streda" 201 501433 "Dunajská Streda" 9701 459 4.73 252 2.59 3205 33.03 135 1.39 484 4.98 64 0.65 80 0.82 229 2.36 4201 43.3 381 3.92 5.71 60.68 346.4828 13.73 13.19 23518 22553 -965 -4.1 11.48 74.53 67.68 12.78 11.05 3.59 0 5.87 17.6206306 47.9916348
"90" "TTSK" "Dunajská Streda" 201 501441 "Báč" 355 27 7.6 11 3.09 102 28.73 0 0 25 7.04 23 6.47 9 2.53 7 1.97 133 37.46 11 3.09 5.62 62.93 353.6666 13.2 13.02 561 552 -9 -1.6 23.33 71.25 88.97 12.66 8.86 0 0 1.81 17.3775921 48.0042236
"91" "TTSK" "Dunajská Streda" 201 501450 "Baka" 614 16 2.6 7 1.14 179 29.15 0 0 7 1.14 4 0.65 0 0 9 1.46 371 60.42 6 0.97 7.6 73.16 556.016 17.86 12.75 1097 1105 8 0.73 13.64 85.28 92.64 11.58 4.67 0 0 6.43 17.5206654 47.9079496
"92" "TTSK" "Dunajská Streda" 201 501468 "Baloň" 384 5 1.3 5 1.3 99 25.78 1 0.26 14 3.64 1 0.26 0 0 2 0.52 254 66.14 0 0 5.91 71.03 419.7873 18.78 14.15 773 745 -28 -3.62 13.49 91.27 83.73 13.1 4.76 0 0 5.77 17.6742312 47.8258835
"94" "TTSK" "Dunajská Streda" 201 501484 "Blahová" 197 12 6.09 17 8.62 53 26.9 9 4.56 46 23.35 6 3.04 12 6.09 8 4.06 6 3.04 18 9.13 5.75 68.26 392.495 21.91 14.33 362 365 3 0.83 17.13 35.39 70.22 13.48 4.78 0 0 6.03 17.5364995 48.0857848
"95" "TTSK" "Dunajská Streda" 201 501492 "Blatná na Ostrove" 441 16 3.62 10 2.26 146 33.1 7 1.58 24 5.44 1 0.22 10 2.26 8 1.81 194 43.99 17 3.85 5.97 72.56 433.1832 18.14 12.91 835 854 19 2.28 12.44 77.56 84.19 12.33 4.77 0 0 3.75 17.4426022 48.0074778
"97" "TTSK" "Dunajská Streda" 201 501506 "Boheľov" 155 3 1.93 3 1.93 48 30.96 1 0.64 5 3.22 2 1.29 0 0 0 0 90 58.06 2 1.29 7.23 72.36 523.1628 26.5 15.38 366 346 -20 -5.46 17.38 94.87 32.76 15.1 4.84 0 0 9.25 17.6950414 47.9195344
"98" "TTSK" "Dunajská Streda" 201 501514 "Čakany" 335 18 5.37 21 6.26 128 38.2 2 0.59 11 3.28 2 0.59 5 1.49 12 3.58 95 28.35 29 8.65 4.62 66.32 306.3984 19.3 15.79 564 606 42 7.45 12.98 73.86 85.79 15.44 5.44 0 0 2.97 17.3616622 48.1158548
"151" "TTSK" "Dunajská Streda" 201 501522 "Veľký Meder" 3065 99 3.23 69 2.25 1116 36.41 41 1.33 186 6.06 11 0.35 18 0.58 58 1.89 1358 44.3 60 1.95 6.06 63.16 382.7496 18.17 14.23 8990 8763 -227 -2.53 12.46 75.58 50.58 13.38 9.47 6.88 50 4.95 17.7703875 47.8563614
"100" "TTSK" "Dunajská Streda" 201 501531 "Čiližská Radvaň" 627 12 1.91 2 0.31 130 20.73 0 0 26 4.14 0 0 1 0.15 3 0.47 435 69.37 6 0.95 7.24 69.05 499.922 23.07 15.44 1263 1188 -75 -5.94 10.95 93.61 39.67 14.36 5.89 0 0 8 17.6966086 47.8320173
"101" "TTSK" "Dunajská Streda" 201 501549 "Dobrohošť" 280 35 12.5 8 2.85 91 32.5 7 2.5 15 5.35 1 0.35 9 3.21 9 3.21 58 20.71 37 13.21 5.91 67.06 396.3246 20.33 14.49 361 457 96 26.59 18.69 69.86 77.1 13.79 5.61 4.65 0 3.06 17.3612942 47.981421
"102" "TTSK" "Dunajská Streda" 201 501557 "Dolný Bar" 316 17 5.37 8 2.53 128 40.5 3 0.94 8 2.53 0 0 6 1.89 9 2.84 124 39.24 7 2.21 6.56 65.49 429.6144 17.42 16.42 542 610 68 12.55 10.05 78.39 80.9 15.08 5.03 0 0 8.03 17.6867615 47.9659055
"106" "TTSK" "Dunajská Streda" 201 501573 "Gabčíkovo" 2493 71 2.84 48 1.92 770 30.88 22 0.88 106 4.25 3 0.12 22 0.88 28 1.12 1325 53.14 52 2.08 6.28 70.94 445.5032 21.06 13.28 5117 5397 280 5.47 13.23 87.88 89.72 12.39 5.47 0 0 4.76 17.576669 47.8924248
"107" "TTSK" "Dunajská Streda" 201 501581 "Holice" 1129 37 3.27 13 1.15 395 34.98 1 0.08 18 1.59 1 0.08 11 0.97 7 0.62 602 53.32 27 2.39 6.22 66.9 416.118 17.61 14.44 1822 1945 123 6.75 14.6 89.3 89.56 13.65 6.96 0 0 6.84 17.4848525 47.9958085
"108" "TTSK" "Dunajská Streda" 201 501590 "Horná Potôň" 917 34 3.7 32 3.48 364 39.69 8 0.87 43 4.68 3 0.32 20 2.18 21 2.29 327 35.65 45 4.9 6.14 72.82 447.1148 20.5 14.18 1681 1972 291 17.31 11.17 78.07 75.88 13.41 4.95 2.27 0 7.35 17.4887429 48.0404941
"110" "TTSK" "Dunajská Streda" 201 501603 "Horný Bar" 667 32 4.79 13 1.94 247 37.03 9 1.34 43 6.44 2 0.29 5 0.74 8 1.19 262 39.28 31 4.64 6.45 68.61 442.5345 19.58 17.31 1179 1255 76 6.45 15.29 78.07 84.87 11.08 4.94 0 0 2.79 17.4640359 47.9470801
"103" "TTSK" "Dunajská Streda" 201 501611 "Dolný Štál" 892 22 2.46 8 0.89 249 27.91 1 0.11 24 2.69 1 0.11 1 0.11 5 0.56 570 63.9 4 0.44 7.26 71.65 520.179 20.91 13.99 1928 1914 -14 -0.73 13.57 91.97 55.7 13.46 4.59 0 0 5.59 17.716586 47.9363753
"111" "TTSK" "Dunajská Streda" 201 501620 "Hubice" 369 28 7.58 35 9.48 143 38.75 8 2.16 29 7.85 2 0.54 5 1.35 9 2.43 75 20.32 22 5.96 5.73 72.09 413.0757 20.21 12.88 510 576 66 12.94 11.81 69.59 87.3 11.99 6.08 0 0 3.47 17.3971613 48.0958484
"112" "TTSK" "Dunajská Streda" 201 501638 "Hviezdoslavov" 671 92 13.71 70 10.43 89 13.26 36 5.36 90 13.41 15 2.23 61 9.09 28 4.17 14 2.08 154 22.95 4.62 50 231 12.58 20.92 343 974 631 183.97 6.86 18.46 51.47 20.26 17.48 0 0 3.7 17.3481669 48.0674096
"113" "TTSK" "Dunajská Streda" 201 501654 "Jahodná" 699 23 3.29 7 1 244 34.9 3 0.42 27 3.86 0 0 5 0.71 5 0.71 337 48.21 18 2.57 6.78 70.62 478.8036 20.99 15.71 1431 1534 103 7.2 15.03 84.63 86.26 11.58 4.4 0 0 6.65 17.7032223 48.0513899
"114" "TTSK" "Dunajská Streda" 201 501662 "Janíky" 527 13 2.46 31 5.88 257 48.76 4 0.75 12 2.27 2 0.37 17 3.22 6 1.13 146 27.7 28 5.31 5.83 71.81 418.6523 19.77 15.32 778 892 114 14.65 14.39 76.02 89.47 13.8 5.5 0 0 1.91 17.3914064 48.1415246
"115" "TTSK" "Dunajská Streda" 201 501671 "Jurová" 259 14 5.4 3 1.15 80 30.88 1 0.38 10 3.86 0 0 6 2.31 5 1.93 128 49.42 3 1.15 6.44 70.61 454.7284 14 14.4 427 497 70 16.39 14.2 80.67 87.18 13.61 5.13 0 0 7.04 17.5238221 47.9333358
"116" "TTSK" "Dunajská Streda" 201 501689 "Kľúčovec" 183 4 2.18 1 0.54 39 21.31 2 1.09 3 1.63 0 0 2 1.09 2 1.09 126 68.85 1 0.54 6.85 76.09 521.2165 26.36 13.04 390 365 -25 -6.41 17.12 93.48 11.96 12.5 2.17 0 0 7.95 17.7173998 47.7951295
"117" "TTSK" "Dunajská Streda" 201 501697 "Kostolné Kračany" 699 18 2.57 8 1.14 336 48.06 8 1.14 32 4.57 3 0.42 2 0.28 8 1.14 260 37.19 13 1.85 6.13 69.86 428.2418 19.14 15.47 1203 1305 102 8.48 10.93 88.6 88.2 14.59 5.9 0 0 5.44 17.5757657 47.9825071
"118" "TTSK" "Dunajská Streda" 201 501701 "Kráľovičove Kračany" 467 19 4.06 9 1.92 179 38.32 4 0.85 26 5.56 0 0 4 0.85 8 1.71 200 42.82 13 2.78 6.05 68.72 415.756 19.06 15.5 1017 1041 24 2.36 12.9 80.17 83.16 14.63 5.29 0 0 9.61 17.5509079 47.9874303
"119" "TTSK" "Dunajská Streda" 201 501719 "Kútniky" 640 37 5.78 12 1.87 218 34.06 6 0.93 36 5.62 1 0.15 10 1.56 19 2.96 263 41.09 19 2.96 6.95 62.83 436.6685 16.84 15.49 1007 1382 375 37.24 9.05 78.95 75.85 14.77 9.21 0 0 4.41 17.659606 47.9774692
"120" "TTSK" "Dunajská Streda" 201 501727 "Kvetoslavov" 729 112 15.36 68 9.32 151 20.71 25 3.42 62 8.5 21 2.88 22 3.01 47 6.44 31 4.25 170 23.31 6.34 55.53 352.0602 11.91 15.17 838 1104 266 31.74 14.44 32.67 57.22 14.65 14.96 0 0 3.26 17.3423665 48.0574144
"122" "TTSK" "Dunajská Streda" 201 501735 "Lehnice" 1163 70 6.01 72 6.19 434 37.31 26 2.23 140 12.03 15 1.28 33 2.83 34 2.92 246 21.15 61 5.24 6.06 67.79 410.8074 21.21 15.91 2442 2576 134 5.49 11.44 54.02 74.83 14.48 5.42 23.26 12.57 3.69 17.4551614 48.0516488
"123" "TTSK" "Dunajská Streda" 201 501743 "Lúč na Ostrove" 423 12 2.83 2 0.47 204 48.22 3 0.7 15 3.54 1 0.23 3 0.7 1 0.23 162 38.29 16 3.78 5.4 74.51 402.354 21.05 14.25 758 722 -36 -4.75 13.33 89.02 91.5 12.94 3.4 0 0 6.93 17.5231032 47.9750102
"127" "TTSK" "Dunajská Streda" 201 501760 "Medveďov" 253 4 1.58 10 3.95 56 22.13 2 0.79 12 4.74 0 0 1 0.39 2 0.79 158 62.45 4 1.58 6.04 69.61 420.4444 19.26 19.96 570 546 -24 -4.21 16.43 87.81 88.34 12.9 4.06 0 0 4.4 17.6610924 47.7991115
"128" "TTSK" "Dunajská Streda" 201 501778 "Mierovo" 272 6 2.2 9 3.3 119 43.75 2 0.73 12 4.41 1 0.36 2 0.73 5 1.83 94 34.55 16 5.88 7.49 69.44 520.1056 20.9 18.43 424 454 30 7.08 12.81 74.38 85.62 16.18 4.94 10.62 -12.73 1.98 17.3867598 48.0700479
"129" "TTSK" "Dunajská Streda" 201 501786 "Michal na Ostrove" 390 24 6.15 7 1.79 175 44.87 3 0.76 46 11.79 0 0 7 1.79 7 1.79 104 26.66 7 1.79 5.96 64.26 382.9896 18.58 18.25 806 940 134 16.63 10.82 75.63 78.14 17.81 5.9 11.97 13.68 6.38 17.5122134 48.0239278
"131" "TTSK" "Dunajská Streda" 201 501808 "Nový Život" 1048 40 3.81 75 7.15 431 41.12 3 0.28 29 2.76 4 0.38 22 2.09 14 1.33 370 35.3 35 3.33 6.79 71.04 482.3616 23.01 16.02 2112 2237 125 5.92 13.21 70.68 85.07 15.66 4.45 20.91 24.21 3.31 17.4662887 48.1207828
"132" "TTSK" "Dunajská Streda" 201 501816 "Ohrady" 626 10 1.59 8 1.27 166 26.51 4 0.63 14 2.23 1 0.15 3 0.47 5 0.79 391 62.46 9 1.43 6.32 69.43 438.7976 19.43 13.87 1171 1250 79 6.75 12.76 93.49 89.98 13.44 6.34 0 0 8.56 17.6993881 47.9895639
"133" "TTSK" "Dunajská Streda" 201 501824 "Okoč" 1593 15 0.94 22 1.38 294 18.45 3 0.18 37 2.32 0 0 2 0.12 10 0.62 1191 74.76 3 0.18 7.02 71.85 504.387 24.83 17.68 3765 3631 -134 -3.56 11.56 91.54 56.68 14.99 3.4 5.38 31.25 6.44 17.808011 47.8862091
"134" "TTSK" "Dunajská Streda" 201 501832 "Oľdza" 269 14 5.2 22 8.17 84 31.22 17 6.31 23 8.55 4 1.48 10 3.71 10 3.71 54 20.07 23 8.55 3.94 61.54 242.4676 17.12 18.36 303 457 154 50.83 10.17 59.31 68.98 17.12 7.69 0 0 2.19 17.4208781 48.0858064
"135" "TTSK" "Dunajská Streda" 201 501859 "Orechová Potôň" 821 29 3.53 12 1.46 331 40.31 2 0.24 16 1.94 6 0.73 12 1.46 7 0.85 378 46.04 15 1.82 6.34 69.19 438.6646 18 14.48 1672 1687 15 0.9 14.42 83.08 70.92 13.71 5.78 1.74 0 5.81 17.534563 48.018371
"136" "TTSK" "Dunajská Streda" 201 501867 "Padáň" 349 4 1.14 2 0.57 165 47.27 0 0 6 1.71 0 0 2 0.57 8 2.29 155 44.41 3 0.85 6.81 74.22 505.4382 23.93 14.63 876 881 5 0.57 13.12 88.73 43.67 13.94 3.37 0 0 6.02 17.6842666 47.9286322
"141" "TTSK" "Dunajská Streda" 201 501875 "Sap" 282 6 2.12 6 2.12 105 37.23 1 0.35 6 2.12 2 0.7 1 0.35 2 0.7 147 52.12 4 1.41 5.17 71.96 372.0332 21.87 13.27 540 522 -18 -3.33 14.02 94.39 58.88 11.4 5.42 0 0 4.41 17.12667 48.145694
"137" "TTSK" "Dunajská Streda" 201 501883 "Pataš" 333 2 0.6 4 1.2 72 21.62 2 0.6 7 2.1 0 0 0 0 0 0 233 69.96 6 1.8 8.4 74.04 621.936 28.61 19.11 825 798 -27 -3.27 12.14 79.33 36.78 18.27 1.44 13.89 0 7.27 17.6534362 47.8750528
